"","STATE_NAME","SITE_ID","YEAR","VISIT_NO.x","SITE_TYPE.x","LAKE_SAMP.x","SAMPLED.x","DATE_COL.x","SAMPLE_CATEGORY","DATECHEM","SAMPLED_CHEM.x","INDXSAMP_CHEM.x","PH_FIELD","PH_FIELD_DEPTH","SAMPLE_DEPTH","SAMPLE_ID_CHEM","LAB_ID_CHEM","PH_LAB","PHLAB_FLAG","COND","COND_FLAG","COND_RL_ALERT","ANC","ANC_FLAG","TURB","TURB_FLAG","TURB_RL_ALERT","TOC","TOC_FLAG","TOC_RL_ALERT","DOC","DOC_FLAG","DOC_RL_ALERT","NH4N_PPM","NH4","NH4_FLAG","NH4_RL_ALERT","NO3_NO2","NO3NO2_FLAG","NO3NO2_RL_ALERT","NTL_PPM","NTL","NTL_FLAG","NTL_RL_ALERT","PTL","PTL_FLAG","PTL_RL_ALERT","CL_PPM","CL","CL_FLAG","CL_RL_ALERT","NO3N_PPM","NO3","NO3_FLAG","NO3_RL_ALERT","SO4_PPM","SO4","SO4_FLAG","SO4_RL_ALERT","CA_PPM","CA","CA_FLAG","CA_RL_ALERT","MG_PPM","MG","MG_FLAG","MG_RL_ALERT","NA_PPM","NA.","NA_FLAG","NA_RL_ALERT","K_PPM","K","K_FLAG","K_RL_ALERT","COLOR","COLOR_FLAG","COLOR_RL_ALERT","SIO2","SIO2_FLAG","SIO2_RL_ALERT","H","OH","NH4ION","CATSUM","ANSUM2","ANDEF2","SOBC","BALANCE2","ORGION","CONCAL2","CONDHO2","DAY_SHIP","DAYSHIP_ALERT","DATE_RECEIVED","DATE_FILTERED","DATEFILT_ALERT","PHLAB_HT","PHLAB_HT_ALERT","COND_HT","COND_HT_ALERT","ANC_HT","ANC_HT_ALERT","TURB_HT","TURB_HT_ALERT","TOC_HT","TOC_HT_ALERT","DOC_HT","DOC_HT_ALERT","NH4_HT","NH4_HT_ALERT","NO3NO2_HT","NO3NO2_HT_ALERT","NTL_HT","NTL_HT_ALERT","PTL_HT","PTL_HT_ALERT","CL_HT","CL_HT_ALERT","NO3_HT","NO3_HT_ALERT","SO4_HT","SO4_HT_ALERT","CA_HT","CA_HT_ALERT","MG_HT","MG_HT_ALERT","NA_HT","NA_HT_ALERT","K_HT","K_HT_ALERT","COLOR_HT","COLOR_HT_ALERT","SIO2_HT","SIO2_HT_ALERT","COM_FIELD_PH","COMMENT_FLD_CHEM","COMMENT_LAB_CHEM","COMMENT_IM_CHEM","INDXSAMP_CHLA.x","DATECHLA","SAMPLED_CHLA.x","CHLA","SAMPLE_ID_CHLA","LAB_ID_CHLA","CHLA_RL_ALERT","FLAG_FLD_CHLA","COMMENT_FLD_CHLA","FLAG_LAB_CHLA","COMMENT_LAB_CHLA","CHLA_HT_ALERT","CHLA_HT","DATESECCHI","SAMPLED_SECCHI.x","SECMEAN","CLEAR_TO_BOTTOM","COMMENT_SECCHI","VISIT_ID.x","FLAG_SECCHI","VISIT_NO.y","SAMPLED.y","DATE_COL.y","REPEAT","SITE_TYPE.y","LAKE_SAMP.y","TNT","LON_DD","LAT_DD","ALBERS_X","ALBERS_Y","FLD_LON_DD","FLD_LAT_DD","FLD_SRC","FLD_FLAG","STATE_NAME.1","CNTYNAME","EPA_REG","NHDNAME","LAKENAME","AREA_CAT7","NESLAKE","NESLAKE_ID","STRATUM","PANEL","DSGN_CAT","MDCATY","WGT","WGT_NLA","ADJWGT_CAT","URBAN","WSA_ECO3","WSA_ECO9","ECO_LEV_3","ECO_L3_NAM","NUT_REG","NUTREG_NAME","ECO_NUTA","LAKE_ORIGIN","ECO3_X_ORIGIN","REF_CLUSTER","REFCLUS_NAME","RT_NLA","REF_NUTR","AREA_HA","SIZE_CLASS","LAKEAREA","LAKEPERIM","SLD","DEPTH_X","DEPTHMAX","ELEV_PT","HUC_2","HUC_8","REACHCODE","COM_ID","INDEX_SAMP","STATUS_VER","STATUS_FLD","STATUS_DSK","PERM_WATER","NON_SALINE","SRFC_AREA","METER_DEEP","OPEN_WATER","AQUACULTUR","DISPOSAL","SEWAGE","EVAPORATE","PHYS_ACCES","FLAG_INFO","COMMENT_INFO","SAMPLED_PROFILE","SAMPLED_SECCHI.y","SAMPLED_ASSESS","SAMPLED_PHAB","INDXSAMP_PHAB","SAMPLED_CHEM.y","INDXSAMP_CHEM.y","SAMPLED_CHLA.y","INDXSAMP_CHLA.y","SAMPLED_ZOOP","INDXSAMP_ZOOP","SAMPLED_PHYT","INDXSAMP_PHYT","SAMPLED_CORE","INDXSAMP_CORE","SAMPLED_INF","INDXSAMP_INF","SAMPLED_ENTE","INDXSAMP_ENTE","SAMPLED_MICR","INDXSAMP_MICR","SAMPLED_SDHG","INDXSAMP_SDHG","VISIT_ID.y","FID_1"
"1470","Maine","NLA06608-ACAD_LAKES_0435",2007,1,"REF_Lake","Target_Sampled","Yes","8/1/2007","P","8/1/2007","YES","YES",6.51,0.5,2,513451,710672,6.67,NA,27.54,NA,"N",55.28,NA,0.555,"<RL (2)","Y",2.07,NA,"N",1.92,NA,"N",0.005,0.35,"<RL (0.02)","Y",0.005,"<RL (0.02)","Y",0.151,151,"","N",10,"","N",3.937,111.047022,"","N",0.016,1.142288,"","Y",2.086,43.43052,"","N",1.249,62.3251,NA,"N",0.364,29.952832,"","N",2.479,107.8305752,NA,"N",0.163,4.1689858,"","N",8,"","N",1.572,"","N",0.214,0.047,0.49858218,204.99,211.11,-6.12,204.28,-1.47,18.53,25.62,23.66,2,"N","8/3/2007","8/3/2007","N",3,"N",2,"N",3,"N",2,"N",21,"Y",15,"Y",8,"N",5,"N",35,"Y",35,"Y",155,"Y",155,"Y",155,"Y",287,"Y",287,"Y",287,"Y",287,"Y",2,"N",5,"N","","","","","YES","8/1/2007","YES",1.04,513452,710672,"N","","","","","N",23,"8/1/2007","YES, CLEAR TO BOTTOM",NA,"Y"," -ATH:Clear to Bottom Secchi numbers set to missing",8687,"",1,"YES","8/1/2007","","REF_Lake","Target_Sampled","Target",-68.268509,44.40788,2171775.052,1092139.246,-68.268117,44.407192,"Index_site","","Maine","HANCOCK","Region_1","","Lake Wood","","","","","","",0,0,0,"","YES","EHIGH","NAP",82,"Laurentian Plains and Hills","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","NATURAL","EHIGH NATURAL","B","E. Highlands: Cold northern lakes and reservoirs","REF","N",7.388189851,"01: <10 ha",0.073881899,1.476291905,1.532139408,4.4,4.4,42.81,1,1050002,1050002004140,2682384,"Secchi_Samp","Target_Sampled","","","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","","","YES","YES, CLEAR TO BOTTOM","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES (Both)","YES","YES","YES","YES","YES","YES","YES","YES","YES",8687,5047
"1471","Maine","NLA06608-ALPS-1218",2007,1,"REF_Lake","Target_Sampled","Yes","8/3/2007","P","8/3/2007","YES","YES",4.4,0.5,2,509961,710688,4.57,NA,18.23,NA,"N",-40.89,NA,2.47,"","N",11.29,NA,"N",11.36,NA,"N",0.024,1.713432,"","N",0.005,"<RL (0.02)","Y",0.414,414,"","N",14,"","N",1.009,28.459854,"","N",0.017,1.213681,"","Y",1.039,21.63198,"","N",0.306,15.2694,NA,"N",0.171,14.071248,"","N",0.938,40.80075818,NA,"N",0.244,6.2406904,"","N",140,"","N",0.434,"","N",26.915,0,1.713400094,105.01,37.33,67.68,76.38,47.55,76.34,17.06,32792.71,1,"N","8/4/2007","8/4/2007","N",3,"N",1,"N",1,"N",3,"N",20,"Y",14,"N",6,"N",3,"N",33,"Y",33,"Y",153,"Y",153,"Y",153,"Y",285,"Y",285,"Y",285,"Y",285,"Y",1,"N",3,"N","","","","","YES","8/3/2007","YES",1.085,509962,710688,"N","F1","KEPT ON WET ICE","","","N",26,"8/3/2007","YES",1.04,"","",8795,"",1,"YES","8/3/2007","","REF_Lake","Target_Sampled","Target",-67.881905,44.836404,2187253.473,1146686.265,-67.881593,44.834776,"Index_site","","Maine","WASHINGTON","Region_1","","Goose Pond","","","","","","",0,0,0,"","NO","EHIGH","NAP",82,"Laurentian Plains and Hills","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","NATURAL","EHIGH NATURAL","B","E. Highlands: Cold northern lakes and reservoirs","SO-SO","N",9.917666192,"01: <10 ha",0.099176662,1.212138515,1.085781845,4.5,4.5,81.2,1,1050002,1050002003702,2675686,"Secchi_Samp","Target_Sampled","","","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","","","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES (Both)","YES","YES","YES","YES","YES","YES","YES","YES","YES",8795,5048
"1474","Maine","NLA06608-ELS:1C3-003",2007,1,"REF_Lake","Target_Sampled","Yes","8/15/2007","P","8/15/2007","YES","YES",6.4,0.5,2,511361,710879,6.81,NA,18.07,NA,"N",113.48,NA,0.64,"<RL (2)","Y",6.4,NA,"N",6.59,NA,"N",0.005,0.35,"<RL (0.02)","Y",0.005,"<RL (0.02)","Y",0.256,256,"","N",9,"","N",0.202,5.697612,"<RL (0.2)","N",0.005,0.5,"<RL (0.02)","Y",2.303,47.94846,"","N",1.509,75.2991,NA,"N",0.612,50.360256,"","N",0.57,24.7936377,NA,"N",0.214,5.4733924,"","N",21,"","N",0.288,"","N",0.155,0.065,0.142325432,156.22,167.28,-11.06,155.93,-3.42,64.01,18.19,16.14,2,"N","8/17/2007","8/17/2007","N",2,"N",2,"N",304,"Y",2,"N",72,"Y",14,"N",15,"N",5,"N",27,"N",27,"N",169,"Y",169,"Y",169,"Y",287,"Y",287,"Y",183,"Y",183,"Y",2,"N",5,"N","","","","","YES","8/15/2007","YES",2.72,511362,710879,"N","","","","","N",23,"8/15/2007","YES",3.77,"","",8798,"",1,"YES","8/15/2007","","REF_Lake","Target_Sampled","Target",-69.927263,45.653548,2007703.935,1188753.415,-69.927016,45.655878,"Index_site","","Maine","SOMERSET","Region_1","","Roderique Pond","","","","","","",0,0,0,"","NO","EHIGH","NAP",58,"Northeastern Highlands","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","NATURAL","EHIGH NATURAL","B","E. Highlands: Cold northern lakes and reservoirs","REF","N",16.3776708,"02:>10-50 ha",0.163776708,2.066625815,1.440558334,5,5,330.66,1,1030001,1030001001025,1021510,"Secchi_Samp","Target_Sampled","","","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","","","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES (Both)","YES","YES","YES","YES","YES","YES","YES","YES","YES",8798,5051
"1477","Maine","NLA06608-ELS:1E1-052",2007,1,"REF_Lake","Target_Sampled","Yes","8/7/2007","P","8/7/2007","YES","YES",6.75,0.5,2,509031,710738,6.85,NA,21,NA,"N",74.45,NA,0.458,"<RL (2)","Y",4.28,NA,"N",4.38,NA,"N",0.005,0.35,"<RL (0.02)","Y",0.005,"<RL (0.02)","Y",0.13,130,"","N",10,"","N",0.95,26.7957,"","N",0.015,1.070895,"","Y",2.546,53.00772,"","N",0.488,24.3512,NA,"N",0.38,31.26944,"","N",1.194,51.93614634,NA,"N",0.483,12.3534978,"","N",16,"","N",1.061,"","N",0.141,0.071,0,120.05,155.47,-35.41,119.91,-12.85,42.61,16.36,14.13,2,"N","8/9/2007","8/9/2007","N",2,"N",2,"N",2,"N",2,"N",21,"Y",14,"N",20,"N",6,"N",29,"Y",29,"Y",302,"Y",153,"Y",302,"Y",295,"Y",295,"Y",295,"Y",295,"Y",3,"N",6,"N","","","","","YES","8/7/2007","YES",1.672,509032,710738,"N","","","","","N",24,"8/7/2007","YES",4.5,"","VARIABLE CLOUD COVER",8801,"",1,"YES","8/7/2007","","REF_Lake","Target_Sampled","Target",-68.209171,45.207071,2150640.205,1178690.44,-68.204836,45.210671,"Index_site","","Maine","HANCOCK","Region_1","","Spring Lake","","","","","","",0,0,0,"","NO","EHIGH","NAP",82,"Laurentian Plains and Hills","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","NATURAL","EHIGH NATURAL","B","E. Highlands: Cold northern lakes and reservoirs","REF","N",181.9078236,"04:>100-500 ha",1.819078236,7.457743601,1.559828414,15,15,101.3,1,1020005,1020005001898,1731764,"Secchi_Samp","Target_Sampled","","","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","","","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES (Both)","YES","YES","YES","YES","YES","YES","YES","YES","YES",8801,5054
"1478","Maine","NLA06608-ELS:1E1-096",2007,1,"REF_Lake","Target_Sampled","Yes","8/9/2007","P","8/9/2007","YES","YES",6.52,0.5,2,510211,710800,6.67,NA,20.48,NA,"N",86.8,NA,1.46,"<RL (2)","Y",7.19,NA,"N",6.8,NA,"N",0.005,0.35,"<RL (0.02)","Y",0.011,"<RL (0.02)","Y",0.236,236,"","N",9,"","N",0.803,22.649418,"","N",0.019,1.356467,"","Y",2.148,44.72136,"","N",1.79,89.321,NA,"N",0.354,29.129952,"","N",1.229,53.45856269,NA,"N",0.447,11.4327402,"","N",27,"","N",2.832,"","N",0.214,0.047,0.284904103,183.84,155.74,28.1,183.34,8.27,65.63,19.75,17.83,4,"Y","8/13/2007","8/13/2007","N",4,"Y",4,"N",4,"N",4,"Y",22,"Y",15,"Y",19,"N",7,"N",29,"Y",29,"Y",155,"Y",155,"Y",155,"Y",293,"Y",187,"Y",187,"Y",187,"Y",5,"Y",7,"N","","","","","YES","8/9/2007","YES",2.912,510212,710800,"N","","","","","N",27,"8/9/2007","YES",2.06,"","",8802,"",1,"YES","8/9/2007","","REF_Lake","Target_Sampled","Target",-68.077773,45.219001,2160130.807,1182940.867,-68.07682,45.218203,"Index_site","","Maine","HANCOCK","Region_1","","Middle Chain Pond","","","","","","",0,0,0,"","NO","EHIGH","NAP",82,"Laurentian Plains and Hills","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","NATURAL","EHIGH NATURAL","B","E. Highlands: Cold northern lakes and reservoirs","REF","N",89.75055865,"03:>50-100 ha",0.897505587,5.651522769,1.682836679,5.4,5.4,100.39,1,1050001,1050001000770,5197524,"Secchi_Samp","Target_Sampled","","","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","","","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES (Both)","YES","YES","YES","YES","YES","YES","YES","YES","YES",8802,5055
"1479","Maine","NLA06608-ELS:1E1-128",2007,1,"REF_Lake","Target_Sampled","Yes","8/10/2007","P","8/10/2007","YES","YES",6.64,0.5,2,508171,710799,6.79,NA,22.66,NA,"N",85.91,NA,1.06,"<RL (2)","Y",5.68,NA,"N",4.68,NA,"N",0.049,3.498257,"","N",0.005,"<RL (0.02)","Y",0.394,394,"","N",8,"","N",1.061,29.926566,"","N",0.005,0.5,"<RL (0.02)","Y",2.332,48.55224,"","N",1.587,79.1913,NA,"N",0.446,36.700448,"","N",1.728,75.16387008,NA,"N",0.261,6.6754926,"","N",22,"","N",2.493,"","N",0.162,0.062,3.487479384,201.38,164.55,36.83,197.73,10.06,45.42,21.23,19.14,1,"N","8/11/2007","8/11/2007","N",3,"N",1,"N",3,"N",1,"N",21,"Y",188,"Y",195,"Y",199,"Y",28,"N",28,"N",188,"Y",154,"Y",188,"Y",189,"Y",189,"Y",189,"Y",189,"Y",189,"Y",199,"Y","","","0710798 accidentally filtered as 0710798 + 0710799. Error caught 2/14/08, samples refiltered and reanalyzed.","","YES","8/10/2007","YES",3.152,508172,710799,"N","","","","","N",26,"8/10/2007","YES",2.46,"","",8803,"",1,"YES","8/10/2007","","REF_Lake","Target_Sampled","Target",-68.429254,44.849882,2145460.74,1135645.392,-68.429095,44.850278,"Index_site","","Maine","HANCOCK","Region_1","","Halfmile Pond","","","","","","",0,0,0,"","NO","EHIGH","NAP",82,"Laurentian Plains and Hills","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","NATURAL","EHIGH NATURAL","B","E. Highlands: Cold northern lakes and reservoirs","SO-SO","Y",11.89223955,"02:>10-50 ha",0.118922395,1.549918802,1.267862599,6,6,119.31,1,1050002,1050002003761,2678926,"Secchi_Samp","Target_Sampled","","","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","","","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES (Lost sample)","YES","YES (LOST SAMPLE)","YES","YES","YES","YES","YES","YES (Lost sample)","YES",8803,5056
"1480","Maine","NLA06608-ELS:1E2-027",2007,1,"REF_Lake","Target_Sampled","Yes","8/14/2007","P","8/14/2007","YES","YES",7.03,0.5,0.8,506811,710857,6.97,NA,27.03,NA,"N",155.87,NA,4.03,"","N",10.62,NA,"N",10.42,NA,"N",0.019,1.356467,"<RL (0.02)","Y",0.005,"<RL (0.02)","Y",0.629,629,"","N",28,"","N",0.216,6.092496,"","N",0.005,0.5,"<RL (0.02)","Y",1.999,41.61918,"","N",3.365,167.9135,NA,"N",0.624,51.347712,"","N",0.577,25.09812097,NA,"N",0.145,3.708607,"","N",34,"","N",1.119,"","N",0.107,0.093,1.350151705,249.53,203.69,45.84,248.07,10.11,101.82,25.12,23.23,2,"N","8/16/2007","8/16/2007","N",3,"N",2,"N",3,"N",2,"N",27,"Y",14,"N",14,"N",6,"N",28,"N",28,"N",162,"Y",162,"Y",162,"Y",288,"Y",184,"Y",184,"Y",184,"Y",3,"N",6,"N","","","","","YES","8/14/2007","YES",7.936,506812,710857,"N","","","","","N",24,"8/14/2007","YES, CLEAR TO BOTTOM",NA,"Y"," -ATH:Clear to Bottom Secchi numbers set to missing",8804,"",1,"YES","8/14/2007","","REF_Lake","Target_Sampled","Target",-69.889944,45.799297,2006112.849,1205124.372,-69.887878,45.798561,"Index_site","","Maine","SOMERSET","Region_1","","Tomhegan Pond","","","","","","",0,0,0,"","NO","EHIGH","NAP",58,"Northeastern Highlands","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","NATURAL","EHIGH NATURAL","B","E. Highlands: Cold northern lakes and reservoirs","SO-SO","Y",125.7520926,"04:>100-500 ha",1.257520926,10.05125836,2.528470518,1.1,1.1,367.85,1,1030001,1030001000982,1021280,"Secchi_Samp","Target_Sampled","","","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","","","YES","YES, CLEAR TO BOTTOM","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES (Both)","YES","YES","YES","YES","YES","YES","YES","YES","YES",8804,5057
"1481","Maine","NLA06608-ELS:1E3-002",2007,1,"REF_Lake","Target_Sampled","Yes","8/7/2007","P","8/7/2007","YES","YES",8.9,0.5,1,508191,710704,8.39,NA,90.23,NA,"N",860.51,NA,2.52,"","N",7.07,NA,"N",6.81,NA,"N",0.017,1.213681,"<RL (0.02)","Y",0.005,"<RL (0.02)","Y",0.731,731,"","N",14,"","N",0.618,17.431308,"","N",0.005,0.5,"<RL (0.02)","Y",1.443,30.04326,"","N",15.29,762.971,NA,"N",1.353,111.335664,"","N",0.735,31.97074335,NA,"N",0.187,4.7828242,"","N",17,"","N",5.025,"","N",0.004,2.455,1.080720006,912.15,907.99,4.16,911.06,0.23,67.94,95.71,92.05,1,"N","8/8/2007","8/8/2007","N",1,"N",1,"N",1,"N",1,"N",17,"Y",13,"N",2,"N",1,"N",62,"Y",62,"Y",150,"Y",150,"Y",150,"Y",282,"Y",282,"Y",282,"Y",282,"Y",2,"N",1,"N","","","","","YES","8/7/2007","YES",11.408,508192,710704,"N","","","","","N",24,"8/7/2007","YES, CLEAR TO BOTTOM",NA,"Y","",8805,"",1,"YES","8/7/2007","","REF_Lake","Target_Sampled","Target",-68.35754,46.375055,2102286.039,1299602.119,-68.356135,46.374746,"Index_site","","Maine","AROOSTOOK","Region_1","","Otter Pond","","","","","","",0,0,0,"","NO","EHIGH","NAP",82,"Laurentian Plains and Hills","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","NATURAL","EHIGH NATURAL","B","E. Highlands: Cold northern lakes and reservoirs","SO-SO","Y",23.39068158,"02:>10-50 ha",0.233906816,2.326665348,1.357086566,2.1,2.1,246.31,1,1010004,1010004001862,806239,"Secchi_Samp","Target_Sampled","","","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","","","YES","YES, CLEAR TO BOTTOM","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","NO","YES","NO CORE SAMPLE","YES","YES","YES","YES","YES","NO","YES",8805,5058
"1482","Maine","NLA06608-ELS:1E3-012",2007,1,"REF_Lake","Target_Sampled","Yes","8/28/2007","P","8/28/2007","YES","YES",7.75,0.5,2,503951,711109,7.59,NA,53.73,NA,"N",395.21,NA,0.822,"<RL (2)","Y",2.56,NA,"N",2.31,NA,"N",0.005,0.35,"<RL (0.02)","Y",0.005,"<RL (0.02)","Y",0.161,161,"","N",4,"<RL (4)","N",0.302,8.518212,"","N",0.005,0.5,"<RL (0.02)","Y",4.325,90.0465,"","N",7.886,393.5114,NA,"N",0.583,47.973904,"","N",1.01,43.9325861,NA,"N",0.437,11.1769742,"","N",3,"<RL (5)","Y",2.764,"","N",0.026,0.389,0.420165222,497.04,493.8,3.24,496.59,0.33,22.89,54.51,50.07,3,"Y","8/31/2007","8/31/2007","N",4,"Y",3,"N",4,"N",3,"N",81,"Y",49,"Y",29,"Y",9,"Y",17,"N",17,"N",170,"Y",170,"Y",170,"Y",212,"Y",212,"Y",212,"Y",212,"Y",3,"N",9,"Y","","","","","YES","8/28/2007","YES",1.168,503952,711098,"N","","","","","N",17,"8/28/2007","YES",5.28,"","",8806,"",1,"YES","8/28/2007","","REF_Lake","Target_Sampled","Target",-68.871133,46.944636,2046534.709,1348886.693,-68.87136,46.944,"Index_site","","Maine","AROOSTOOK","Region_1","","Denny Pond","","","","","","",0,0,0,"","NO","EHIGH","NAP",58,"Northeastern Highlands","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","NATURAL","EHIGH NATURAL","B","E. Highlands: Cold northern lakes and reservoirs","REF","N",12.06402234,"02:>10-50 ha",0.120640223,1.285734307,1.044239781,9.7,9.7,390.6,1,1010003,1010003000779,724984,"Secchi_Samp","Target_Sampled","","","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","","","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES (Both)","YES","YES","YES","YES","YES","YES","YES","YES","YES",8806,5059
"1483","Maine","NLA06608-ELS:1E3-071",2007,1,"REF_Lake","Target_Sampled","Yes","8/8/2007","P","8/8/2007","YES","YES",8.03,0.5,0.5,508181,710761,7.81,NA,68.89,NA,"N",631.62,NA,2.61,"","N",9.15,NA,"N",8.15,NA,"N",0.017,1.213681,"<RL (0.02)","Y",0.005,"<RL (0.02)","Y",0.807,807,"","N",17,"","N",0.372,10.492632,"","N",0.005,0.5,"<RL (0.02)","Y",2.275,47.3655,"","N",10.02,499.998,NA,"N",1.674,137.750112,"","N",1.157,50.32673477,NA,"N",0.183,4.6805178,"","N",26,"","N",2.644,"","N",0.015,0.646,1.175637158,693.95,689.49,4.45,692.76,0.32,80.99,72.79,69.36,2,"N","8/10/2007","8/10/2007","N",2,"N",2,"N",2,"N",2,"N",21,"Y",14,"N",19,"N",5,"N",30,"Y",30,"Y",154,"Y",154,"Y",154,"Y",281,"Y",281,"Y",281,"Y",281,"Y",2,"N",5,"N","","","","","YES","8/8/2007","YES",4.816,508182,710761,"N","","","","","N",23,"8/8/2007","YES, CLEAR TO BOTTOM",NA,"Y"," -ATH:Clear to Bottom Secchi numbers set to missing",8807,"",1,"YES","8/8/2007","","REF_Lake","Target_Sampled","Target",-68.594335,46.345672,2085707.947,1291262.229,-68.593475,46.345188,"Index_site","","Maine","PENOBSCOT","Region_1","","Carry Pond","","","","","","",0,0,0,"","NO","EHIGH","NAP",82,"Laurentian Plains and Hills","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","NATURAL","EHIGH NATURAL","B","E. Highlands: Cold northern lakes and reservoirs","SO-SO","Y",7.591014411,"01: <10 ha",0.075910144,1.025804138,1.050290909,1,1,271.83,1,1010004,1010004001893,806259,"Secchi_Samp","Target_Sampled","","","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","","","YES","YES, CLEAR TO BOTTOM","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES (Both)","YES","YES","YES","YES","YES","YES","YES","YES","YES",8807,5060
"1488","Maine","NLA06608-EMAP:ME011L",2007,1,"REF_Lake","Target_Sampled","Yes","9/14/2007","P","9/14/2007","YES","YES",7.05,0.5,2,504531,711262,7.14,NA,34.56,NA,"N",235.69,NA,0.97,"<RL (2)","Y",7.66,NA,"N",7.5,NA,"N",0.01,0.71393,"<RL (0.02)","Y",0.005,"<RL (0.02)","Y",0.246,246,"","N",13,"","N",0.241,6.797646,"","N",0.005,0.5,"<RL (0.02)","Y",2.023,42.11886,"","N",4.465,222.8035,NA,"N",0.699,57.519312,"","N",0.895,38.93036095,NA,"N",0.299,7.6474034,"","N",35,"","N",2.508,"","N",0.072,0.138,0.709024623,327.68,284.68,43,326.9,7.02,73.67,33.29,31.21,4,"Y","9/18/2007","9/18/2007","N",4,"Y",4,"N",4,"N",4,"Y",130,"Y",38,"Y",14,"N",6,"N",6,"N",6,"N",7,"N",7,"N",7,"N",208,"Y",208,"Y",208,"Y",208,"Y",4,"Y",6,"N","","","","","YES","9/14/2007","YES",4.347,504532,711262,"N","","","","","N",7,"9/14/2007","YES",2.5,"","W/ SCOPE REAPPEARS 4.19M DISAPPEARS 4.34",8812,"",1,"YES","9/14/2007","","REF_Lake","Target_Sampled","Target",-69.222522,45.748209,2057623.796,1213938.611,-69.224895,45.7483,"Index_site","","Maine","PISCATAQUIS","Region_1","","Female Pond","","","","","","",0,0,0,"","NO","EHIGH","NAP",58,"Northeastern Highlands","VIII","Nutrient Poor Largely Glaciated Upper Midwest and Northeast","VIII","NATURAL","EHIGH NATURAL","B","E. Highlands: Cold northern lakes and reservoirs","SO-SO","N",43.28128922,"02:>10-50 ha",0.432812892,3.277637996,1.405419449,17.5,17.5,297.13,1,1020001,1020001001901,1701190,"Secchi_Samp","Target_Sampled","","","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","Missing","","","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES","YES (Both)","YES","YES","YES","YES","YES","YES","YES","YES","YES",8812,5065
